Time,SVID,S4_index,Dlat_IPP,Dlong_IPP,VTEC
2025-09-18 01:31:00,10,,8.826630992386812,37.79465882111286,3.716289022755178
2025-09-18 01:31:00,16,0.12,13.09531780674181,34.526378960805985,7.182444474370708
2025-09-18 01:31:00,18,0.04,14.0261184949148,40.43585443097792,11.584240321419692
2025-09-18 01:31:00,23,0.03,10.96795089881865,39.26185760619269,5.451125248626554
2025-09-18 01:31:00,26,0.01,9.358438511688975,36.312969977101275,5.80899769523174
2025-09-18 01:31:00,29,0.05,8.8750198381177,42.88877395263408,7.399550473745224
2025-09-18 01:31:00,32,,3.758016173415292,39.164497560600395,3.3044088382147585
2025-09-18 01:31:00,44,0.03,10.00075569054648,41.29970003589877,32.29621535714137
2025-09-18 01:31:00,45,0.03,6.687485052013248,39.82446109031944,25.679260067092947
2025-09-18 01:31:00,48,0.05,4.134493528559907,37.3620310203397,17.071540855380164
2025-09-18 01:31:00,49,0.02,8.914085506648755,35.32107056970711,30.631012684836662
2025-09-18 01:31:00,59,0.1,15.830313197835354,39.399785192550915,24.351226760203843
2025-09-18 01:31:00,77,0.04,3.3750699979187844,39.49414068676939,7.479281997182095
2025-09-18 01:31:00,78,0.05,7.323980090894683,42.787481120487946,8.562360387912339
2025-09-18 01:31:00,83,0.05,12.659112603194632,37.09276923140297,10.83264169301762
2025-09-18 01:31:00,91,0.04,11.72044858503217,35.81517990980493,8.09094815000137
2025-09-18 01:31:00,97,0.02,8.413141153228349,38.19931373447112,5.414264300056987
2025-09-18 01:31:00,100,0.05,4.639476206191633,40.59878259747288,7.518229574468688
2025-09-18 01:31:00,121,0.01,8.538268313396813,35.24704480228678,
2025-09-18 01:31:00,123,,8.538742925095061,37.791813976847905,-216.56872729392225
2025-09-18 01:31:00,127,0.02,8.527094290339246,39.850582588136355,-158.97979041185167
2025-09-18 01:31:00,128,0.08,8.518371583664623,42.452509173008046,
2025-09-18 01:31:00,129,0.07,8.491646358603331,43.624671286344864,
2025-09-18 01:31:00,134,0.21,8.468194743385872,43.79882713431948,
2025-09-18 01:31:00,136,0.03,8.529610023995538,36.284739621160284,-161.25853535543953
2025-09-18 01:31:00,201,0.05,8.704560354734406,42.015172801387216,-62.23375072346949
2025-09-18 01:31:00,142,0.06,8.644862776707454,42.471775579881424,3.647381022392065
2025-09-18 01:31:00,145,0.02,8.567709355933179,40.076674702982984,0.5039367286576306
2025-09-18 01:31:00,150,0.07,6.812531414071404,43.68562343281604,0.295533648524716
2025-09-18 01:31:00,151,0.05,14.600939412961084,35.769497371386265,6.086595799122478
2025-09-18 01:31:00,152,0.0,12.735936816756356,40.93899582445825,4.345483787141421
2025-09-18 01:31:00,153,,14.49127500593028,41.50285584823867,9.69929228650422
2025-09-18 01:31:00,154,0.02,4.525689376657854,37.298232587031904,3.029333730256447
2025-09-18 01:31:00,161,0.01,9.791739165990478,40.60435419461492,
2025-09-18 01:31:00,164,0.02,5.304273111066297,37.01079210227291,
2025-09-18 01:31:00,165,0.04,9.066685777972113,33.1534319324959,
2025-09-18 01:31:00,174,0.03,13.155176309660497,38.499742359496096,
2025-09-18 01:31:00,224,0.02,7.048831319230838,38.826243979221054,
2025-09-18 01:31:00,226,0.05,11.41846136430727,43.08756077300828,
2025-09-18 01:31:00,242,0.03,8.704560354734406,42.015172801387216,
2025-09-18 01:32:00,10,,8.843825432388511,37.78978218390558,3.716289022755178
2025-09-18 01:32:00,16,0.14,13.021306239221303,34.45633701623549,9.199404262990843
2025-09-18 01:32:00,18,0.09,14.177468089119174,40.58917464270646,9.355888601393861
2025-09-18 01:32:00,23,0.01,11.038165305702124,39.27980326706452,5.066514741670761
2025-09-18 01:32:00,26,0.03,9.315730448706361,36.3091052305731,3.4238673284207826
2025-09-18 01:32:00,29,0.05,8.804487943774896,42.883608200444456,5.06052881330562
2025-09-18 01:32:00,32,0.03,3.758016173415292,39.164497560600395,6.510306460254612
2025-09-18 01:32:00,44,0.02,10.043855216086007,41.28369714265485,33.47596460034898
2025-09-18 01:32:00,45,0.02,6.705677001013045,39.866880749155705,28.018657976625196
2025-09-18 01:32:00,48,0.03,3.925743143687362,37.400093502636075,17.254453667852438
2025-09-18 01:32:00,49,0.03,8.854376700540229,35.3253413721341,31.153538489300566
2025-09-18 01:32:00,59,0.09,15.830313197835354,39.399785192550915,25.85530872822041
2025-09-18 01:32:00,77,0.05,3.3750699979187844,39.49414068676939,7.788914240804318
2025-09-18 01:32:00,78,0.06,7.323980090894683,42.787481120487946,7.667604343125184
2025-09-18 01:32:00,83,0.05,12.659112603194632,37.09276923140297,10.877566446765547
2025-09-18 01:32:00,91,0.02,11.63488730765963,35.91403077313689,9.794541714200868
2025-09-18 01:32:00,97,0.03,8.3589002383279,38.17566883517776,5.74350593020155
2025-09-18 01:32:00,100,0.04,4.639476206191633,40.59878259747288,7.589037752141033
2025-09-18 01:32:00,121,,8.538268313396813,35.24704480228678,
2025-09-18 01:32:00,123,,8.538742925095061,37.791813976847905,-216.4662093305803
2025-09-18 01:32:00,127,0.02,8.527094290339246,39.850582588136355,-150.408345134006
2025-09-18 01:32:00,128,0.04,8.518371583664623,42.452509173008046,-156.38860849984118
2025-09-18 01:32:00,129,0.07,8.491646358603331,43.624671286344864,
