Time,SVID,S4_index,Dlat_IPP,Dlong_IPP,VTEC
2025-09-18 02:31:00,10,0.0,10.569868017463838,38.03297711872719,2.523220619694034
2025-09-18 02:31:00,16,,10.07089612608384,35.326792649552985,6.973451505873835
2025-09-18 02:31:00,18,,13.659976161675953,43.50349635468226,3.4134526108295233
2025-09-18 02:31:00,23,,13.632517374351657,40.48371082478922,2.3520877728419047
2025-09-18 02:31:00,26,,7.2933369925933755,36.369966971866326,1.187897990480231
2025-09-18 02:31:00,27,0.09,14.012972078028051,36.100058501094416,5.461254106203909
2025-09-18 02:31:00,29,0.04,5.680668297529524,44.042301424536426,3.0579526245992543
2025-09-18 02:31:00,32,0.02,6.939643230792077,39.762668457921,2.875634388558276
2025-09-18 02:31:00,38,0.02,5.038383223247787,37.772055119476725,
2025-09-18 02:31:00,44,0.06,13.23533683018444,41.65487468044217,21.054409934108158
2025-09-18 02:31:00,45,0.01,9.034660362418034,39.650297700621195,28.602647681168932
2025-09-18 02:31:00,49,0.05,5.510362330747855,34.50921648522107,23.81517261325829
2025-09-18 02:31:00,59,0.02,13.536644686145477,42.232017910270685,20.04763502834377
2025-09-18 02:31:00,77,0.04,6.227158611686034,39.96047903604625,5.8432721770284735
2025-09-18 02:31:00,78,0.01,9.401492681573197,42.37202756206033,8.080466645043295
2025-09-18 02:31:00,83,0.06,13.760784168666492,38.70651288093686,7.499261128710051
2025-09-18 02:31:00,91,0.02,9.731961874072333,36.0093494168335,5.129687858755791
2025-09-18 02:31:00,97,0.02,6.725037297372993,38.191527700773,3.587210697956374
2025-09-18 02:31:00,121,0.06,8.538268313396813,35.24704480228678,-731.9696357068799
2025-09-18 02:31:00,123,0.02,8.538742925095061,37.791813976847905,-220.38822682723918
2025-09-18 02:31:00,127,0.02,8.545458332596123,39.8607338469367,-151.67877747478386
2025-09-18 02:31:00,128,0.06,8.518371583664623,42.452509173008046,-139.46877626527032
2025-09-18 02:31:00,129,0.05,8.491646358603331,43.624671286344864,
2025-09-18 02:31:00,134,0.15,8.468194743385872,43.79882713431948,
2025-09-18 02:31:00,136,0.05,8.529610023995538,36.284739621160284,-156.8810000017544
2025-09-18 02:31:00,201,,8.760171703613718,42.02208190687106,-71.07734108892721
2025-09-18 02:31:00,142,0.0,8.771940075379126,42.48658569443391,2.3615562142793682
2025-09-18 02:31:00,145,,8.612374624212224,40.09510848335771,-0.5350891809746477
2025-09-18 02:31:00,150,,5.449872108559431,43.29731956514741,4.0477378757159705
2025-09-18 02:31:00,151,0.06,13.281715274218428,38.33984867353451,0.5089416759381513
2025-09-18 02:31:00,152,0.01,10.872521951231882,42.05562678476071,3.6254408886445373
2025-09-18 02:31:00,154,0.02,7.338016762234517,37.880363204770035,-1.510202971533996
2025-09-18 02:31:00,161,0.03,11.897949549597577,41.02106579999985,
2025-09-18 02:31:00,165,0.06,6.0025456730924285,32.74836149113213,
2025-09-18 02:31:00,173,0.04,4.823819380531815,36.212503551808794,
2025-09-18 02:31:00,174,0.04,11.78484196155449,39.95029862852469,
